x_estimate,y_estimate,z_estimate,battery_voltage
0.71,0.75,-0.23,4.10674524307251
0.71,0.75,-0.23,4.10674524307251
0.71,0.75,-0.23,4.10674524307251
0.71,0.75,-0.23,4.1014666557312
0.72,0.75,-0.24,4.1014666557312
0.72,0.75,-0.24,4.09618806838989
0.72,0.75,-0.24,4.1014666557312
0.73,0.75,-0.25,4.1014666557312
0.73,0.75,-0.25,4.10674524307251
0.73,0.74,-0.25,4.10674524307251
0.73,0.75,-0.25,4.10674524307251
0.73,0.75,-0.25,4.11202383041382
0.73,0.75,-0.25,4.10674524307251
0.72,0.74,-0.25,4.1014666557312
0.72,0.75,-0.26,4.1014666557312
0.72,0.74,-0.25,4.1014666557312
0.72,0.74,-0.25,4.1014666557312
0.72,0.74,-0.25,4.1014666557312
0.73,0.74,-0.25,4.10674524307251
0.73,0.74,-0.25,4.10674524307251
0.73,0.74,-0.25,4.10674524307251
0.73,0.74,-0.25,4.10674524307251
0.73,0.74,-0.25,4.10674524307251
0.73,0.73,-0.25,4.10674524307251
0.73,0.73,-0.25,4.1014666557312
0.73,0.73,-0.25,4.1014666557312
0.73,0.73,-0.25,4.1014666557312
0.73,0.73,-0.25,4.1014666557312
0.73,0.73,-0.25,4.1014666557312
0.73,0.73,-0.25,4.10674524307251
0.73,0.73,-0.25,4.10674524307251
0.73,0.73,-0.25,4.10674524307251
0.74,0.73,-0.25,4.10674524307251
0.74,0.73,-0.25,4.1014666557312
0.73,0.74,-0.25,4.1014666557312
0.74,0.74,-0.25,4.1014666557312
0.74,0.74,-0.25,4.1014666557312
0.74,0.74,-0.26,4.1014666557312
0.74,0.74,-0.25,4.10674524307251
0.74,0.74,-0.25,4.10674524307251
0.74,0.74,-0.25,4.10674524307251
0.74,0.74,-0.25,4.10674524307251
0.74,0.74,-0.25,4.10674524307251
0.74,0.74,-0.24,4.1014666557312
0.74,0.74,-0.25,4.1014666557312
0.73,0.74,-0.24,4.1014666557312
0.73,0.75,-0.24,4.1014666557312
0.73,0.75,-0.24,4.1014666557312
0.74,0.75,-0.24,4.10674524307251
0.73,0.75,-0.24,4.10674524307251
0.73,0.74,-0.24,4.10674524307251
0.73,0.75,-0.24,4.10674524307251
0.73,0.75,-0.24,4.10674524307251
0.73,0.76,-0.23,4.10674524307251
0.73,0.76,-0.23,4.10674524307251
0.73,0.76,-0.23,4.1014666557312
0.73,0.76,-0.23,4.1014666557312
0.73,0.76,-0.22,4.1014666557312
0.74,0.76,-0.23,4.1014666557312
0.74,0.76,-0.23,4.1014666557312
0.74,0.76,-0.22,4.10674524307251
0.74,0.76,-0.22,4.10674524307251
0.74,0.76,-0.22,4.10674524307251
0.74,0.76,-0.22,4.1014666557312
0.74,0.76,-0.22,4.1014666557312
0.74,0.76,-0.22,4.1014666557312
0.74,0.76,-0.22,4.09618806838989
0.74,0.76,-0.22,4.1014666557312
0.74,0.77,-0.22,4.1014666557312
0.74,0.77,-0.22,4.10674524307251
0.74,0.77,-0.22,4.10674524307251
0.74,0.77,-0.22,4.10674524307251
0.74,0.77,-0.22,4.10674524307251
0.74,0.77,-0.22,4.10674524307251
0.74,0.77,-0.23,4.1014666557312
0.74,0.76,-0.22,4.09618806838989
0.74,0.77,-0.22,4.09618806838989
0.73,0.77,-0.22,4.09618806838989
0.74,0.77,-0.23,4.1014666557312
0.74,0.77,-0.23,4.10674524307251
0.74,0.77,-0.23,4.10674524307251
0.74,0.77,-0.23,4.10674524307251
0.74,0.77,-0.23,4.10674524307251
0.74,0.77,-0.23,4.10674524307251
0.74,0.77,-0.23,4.1014666557312
0.74,0.77,-0.23,4.1014666557312
0.74,0.77,-0.23,4.09618806838989
0.74,0.77,-0.23,4.1014666557312
0.74,0.77,-0.23,4.1014666557312
0.74,0.77,-0.23,4.1014666557312
0.74,0.77,-0.23,4.10674524307251
0.74,0.77,-0.23,4.10674524307251
0.74,0.77,-0.23,4.10674524307251
0.74,0.77,-0.23,4.1014666557312
0.74,0.77,-0.23,4.1014666557312
0.74,0.77,-0.23,4.1014666557312
0.74,0.77,-0.23,4.09618806838989
0.74,0.77,-0.23,4.09618806838989
0.74,0.77,-0.23,4.1014666557312
0.74,0.76,-0.23,4.10674524307251
0.74,0.76,-0.23,4.10674524307251
0.74,0.76,-0.22,4.10674524307251
0.74,0.76,-0.22,4.10674524307251
0.74,0.76,-0.22,4.08563089370728
0.74,0.76,-0.22,3.71085047721863
0.74,0.76,-0.22,3.66862177848816
0.74,0.76,-0.22,3.62111449241638
0.74,0.76,-0.23,3.62111449241638
0.74,0.76,-0.23,3.631671667099
0.74,0.76,-0.23,3.65278601646423
0.74,0.76,-0.23,3.67390036582947
0.73,0.76,-0.23,3.6950147151947
0.73,0.76,-0.23,3.71612906455994
0.74,0.76,-0.23,3.71612906455994
0.73,0.76,-0.23,3.73196482658386
0.73,0.76,-0.24,3.74252200126648
0.73,0.76,-0.24,3.7530791759491
0.73,0.76,-0.24,3.76363635063171
0.73,0.76,-0.24,3.76891493797302
0.73,0.75,-0.24,3.76891493797302
0.73,0.75,-0.24,3.77947211265564
0.72,0.75,-0.23,3.77947211265564
0.72,0.75,-0.23,3.78475069999695
0.72,0.75,-0.23,3.79002928733826
0.72,0.75,-0.22,3.79002928733826
0.72,0.75,-0.22,3.79002928733826
0.72,0.75,-0.22,3.79002928733826
0.72,0.74,-0.22,3.79530787467957
0.72,0.74,-0.22,3.79530787467957
0.71,0.74,-0.22,3.79530787467957
0.71,0.74,-0.22,3.79002928733826
0.71,0.74,-0.21,3.79002928733826
0.71,0.74,-0.21,3.79002928733826
0.71,0.75,-0.21,3.77947211265564
0.71,0.75,-0.22,3.77947211265564
0.71,0.75,-0.22,3.76891493797302
0.71,0.75,-0.22,3.76363635063171
0.7,0.75,-0.22,3.76363635063171
0.7,0.75,-0.22,3.75835776329041
0.71,0.75,-0.22,3.7530791759491
0.71,0.75,-0.22,3.74780058860779
0.71,0.75,-0.21,3.74252200126648
0.71,0.75,-0.21,3.73724341392517
0.71,0.75,-0.21,3.73724341392517
0.71,0.74,-0.2,3.73196482658386
0.71,0.75,-0.2,3.72668623924255
0.71,0.75,-0.2,3.72668623924255
0.71,0.75,-0.2,3.72140765190125
0.71,0.75,-0.2,3.72140765190125
0.71,0.75,-0.2,3.72140765190125
0.71,0.75,-0.2,3.71612906455994
0.71,0.75,-0.19,3.71085047721863
0.71,0.75,-0.19,3.71085047721863
0.72,0.75,-0.19,3.70557188987732
0.72,0.75,-0.19,3.70029330253601
0.72,0.76,-0.18,3.70029330253601
0.72,0.76,-0.18,3.6950147151947
0.73,0.76,-0.17,3.68973612785339
0.73,0.76,-0.18,3.68973612785339
