x_estimate,y_estimate,z_estimate,battery_voltage
0.03,0.92,0.3,4.1014666557312
0.03,0.92,0.3,4.09618806838989
-0.05,0.95,0.38,4.09618806838989
-0.05,0.95,0.38,4.09618806838989
-0.04,0.93,0.38,4.09618806838989
-0.1,0.96,0.45,4.1014666557312
-0.11,0.96,0.45,4.10674524307251
-0.08,0.95,0.42,4.10674524307251
-0.08,0.95,0.42,4.10674524307251
-0.09,0.95,0.41,4.10674524307251
-0.07,0.95,0.4,4.1014666557312
-0.08,0.95,0.4,4.09618806838989
-0.06,0.95,0.38,4.09618806838989
-0.06,0.95,0.38,4.09618806838989
-0.03,0.94,0.35,4.09618806838989
-0.04,0.94,0.35,4.1014666557312
-0.04,0.95,0.35,4.1014666557312
-0.09,0.96,0.4,4.10674524307251
-0.1,0.96,0.39,4.10674524307251
-0.09,0.96,0.37,4.1014666557312
-0.07,0.94,0.38,4.09618806838989
-0.05,0.94,0.37,4.09618806838989
-0.05,0.95,0.36,4.09618806838989
-0.06,0.96,0.35,4.09618806838989
-0.12,0.98,0.39,4.1014666557312
-0.1,0.95,0.41,4.1014666557312
-0.11,0.95,0.41,4.1014666557312
-0.09,0.95,0.39,4.10674524307251
-0.09,0.95,0.38,4.10674524307251
-0.05,0.94,0.36,4.10674524307251
-0.05,0.95,0.35,4.1014666557312
-0.04,0.94,0.34,4.09618806838989
-0.01,0.93,0.32,4.09618806838989
-0.01,0.93,0.32,4.09618806838989
-0.03,0.96,0.36,4.1014666557312
-0.03,0.94,0.34,4.1014666557312
-0.02,0.93,0.33,4.1014666557312
0.0,0.92,0.32,4.10674524307251
-0.0,0.92,0.32,4.10674524307251
0.01,0.92,0.3,4.10674524307251
0.01,0.92,0.31,4.1014666557312
0.01,0.92,0.3,4.09618806838989
0.02,0.91,0.31,4.09090948104858
0.02,0.92,0.31,4.09618806838989
0.06,0.89,0.3,4.09618806838989
0.08,0.87,0.29,4.1014666557312
0.09,0.87,0.29,4.1014666557312
-0.0,0.9,0.36,4.10674524307251
-0.0,0.9,0.36,4.10674524307251
0.02,0.89,0.34,4.1014666557312
0.01,0.89,0.34,4.1014666557312
-0.06,0.91,0.4,4.09618806838989
-0.04,0.9,0.38,4.09618806838989
-0.02,0.9,0.38,4.09618806838989
0.02,0.89,0.37,4.09618806838989
0.03,0.88,0.37,4.1014666557312
0.05,0.88,0.36,4.1014666557312
0.07,0.86,0.34,4.1014666557312
0.07,0.86,0.34,4.10674524307251
0.1,0.85,0.32,4.1014666557312
0.1,0.85,0.32,4.09618806838989
0.11,0.85,0.29,4.09618806838989
0.11,0.85,0.29,4.09618806838989
0.11,0.85,0.29,4.09090948104858
0.15,0.83,0.27,4.09618806838989
0.15,0.84,0.27,4.1014666557312
0.16,0.84,0.27,4.1014666557312
0.08,0.86,0.32,4.10674524307251
0.09,0.85,0.32,4.10674524307251
0.12,0.84,0.3,4.1014666557312
0.13,0.84,0.29,4.1014666557312
0.17,0.83,0.27,4.09618806838989
0.07,0.86,0.34,4.09618806838989
0.08,0.86,0.34,4.09618806838989
0.08,0.87,0.32,4.1014666557312
0.1,0.87,0.31,4.1014666557312
0.13,0.86,0.29,4.1014666557312
0.13,0.86,0.29,4.10674524307251
0.15,0.85,0.27,4.10674524307251
0.17,0.85,0.26,4.1014666557312
0.17,0.85,0.26,4.1014666557312
