x_estimate,y_estimate,z_estimate,battery_voltage
0.41,0.64,-0.34,4.12785959243774
0.41,0.64,-0.33,4.12785959243774
0.41,0.64,-0.33,4.12258100509644
0.42,0.64,-0.33,4.12258100509644
0.42,0.64,-0.33,4.12258100509644
0.41,0.64,-0.33,4.12785959243774
0.41,0.64,-0.33,4.12785959243774
0.41,0.65,-0.33,4.12785959243774
0.41,0.65,-0.33,4.13313817977905
0.41,0.65,-0.33,4.12785959243774
0.4,0.66,-0.33,4.12785959243774
0.4,0.66,-0.32,4.12258100509644
0.4,0.66,-0.33,4.12258100509644
0.39,0.66,-0.34,4.12258100509644
0.39,0.66,-0.33,4.12258100509644
0.39,0.66,-0.34,4.12785959243774
0.39,0.65,-0.33,4.12785959243774
0.39,0.66,-0.33,4.13313817977905
0.39,0.65,-0.32,4.13313817977905
0.4,0.65,-0.33,4.13313817977905
0.4,0.66,-0.33,4.12785959243774
0.4,0.65,-0.33,4.12258100509644
0.39,0.66,-0.33,4.12258100509644
0.4,0.66,-0.33,4.12258100509644
0.4,0.66,-0.32,4.12258100509644
0.39,0.66,-0.32,4.12785959243774
0.39,0.66,-0.31,4.12785959243774
0.39,0.66,-0.31,4.12785959243774
0.39,0.66,-0.32,4.13313817977905
0.39,0.66,-0.32,4.13313817977905
0.39,0.66,-0.32,4.13313817977905
0.39,0.66,-0.32,4.12785959243774
0.39,0.66,-0.33,4.12258100509644
0.39,0.65,-0.33,4.11730241775513
0.39,0.66,-0.33,4.12258100509644
0.39,0.66,-0.33,4.12785959243774
0.39,0.66,-0.32,4.12785959243774
0.4,0.66,-0.31,4.12785959243774
0.4,0.66,-0.31,4.13313817977905
0.4,0.66,-0.32,4.13313817977905
0.4,0.66,-0.32,4.12785959243774
0.4,0.65,-0.31,4.12258100509644
0.4,0.65,-0.32,4.12258100509644
0.4,0.64,-0.32,4.12258100509644
0.41,0.64,-0.32,4.12258100509644
0.4,0.64,-0.32,4.12258100509644
0.4,0.64,-0.32,4.12785959243774
0.4,0.65,-0.32,4.13313817977905
0.41,0.64,-0.32,4.13313817977905
0.4,0.65,-0.32,4.13313817977905
0.4,0.64,-0.33,4.12785959243774
0.4,0.64,-0.32,4.12258100509644
0.4,0.64,-0.32,4.12258100509644
0.4,0.64,-0.32,4.12258100509644
0.4,0.64,-0.33,4.12258100509644
0.4,0.64,-0.34,4.12258100509644
0.4,0.64,-0.33,4.12785959243774
0.4,0.64,-0.33,4.12785959243774
0.4,0.64,-0.33,4.13313817977905
0.4,0.64,-0.34,4.12785959243774
0.4,0.64,-0.33,4.12785959243774
0.41,0.64,-0.33,4.12785959243774
0.4,0.65,-0.32,4.12258100509644
0.41,0.65,-0.32,4.12258100509644
0.4,0.65,-0.32,4.12785959243774
0.4,0.65,-0.33,4.12785959243774
0.4,0.65,-0.33,4.12785959243774
0.4,0.65,-0.33,4.13313817977905
0.4,0.65,-0.32,4.13313817977905
0.39,0.65,-0.33,4.13313817977905
0.4,0.65,-0.33,4.12785959243774
0.4,0.65,-0.33,4.12258100509644
0.4,0.65,-0.33,4.12258100509644
0.4,0.64,-0.33,4.12258100509644
0.4,0.65,-0.32,4.12258100509644
0.4,0.65,-0.32,4.12785959243774
0.4,0.65,-0.32,4.12785959243774
0.39,0.65,-0.32,4.13313817977905
0.4,0.65,-0.33,4.13313817977905
0.4,0.66,-0.33,4.13313817977905
0.4,0.66,-0.32,4.12785959243774
0.41,0.66,-0.32,4.12258100509644
0.4,0.66,-0.32,4.12258100509644
0.4,0.67,-0.32,4.12258100509644
0.4,0.66,-0.32,4.12258100509644
0.4,0.66,-0.32,4.12258100509644
0.4,0.66,-0.32,4.12785959243774
0.4,0.66,-0.32,4.12785959243774
0.4,0.66,-0.32,4.13313817977905
0.4,0.66,-0.31,4.12785959243774
0.4,0.66,-0.31,4.12785959243774
0.39,0.66,-0.31,4.12258100509644
0.4,0.66,-0.31,4.12258100509644
0.4,0.66,-0.31,4.12258100509644
0.4,0.66,-0.31,4.12258100509644
0.4,0.65,-0.31,4.12785959243774
0.41,0.65,-0.31,4.12785959243774
0.4,0.66,-0.31,4.12785959243774
0.4,0.65,-0.31,4.12785959243774
0.4,0.65,-0.31,4.12785959243774
0.4,0.65,-0.31,4.12785959243774
0.4,0.65,-0.32,4.1014666557312
0.4,0.65,-0.32,4.1014666557312
0.4,0.65,-0.32,3.68445754051208
0.39,0.65,-0.32,3.63695025444031
0.39,0.65,-0.31,3.59472155570984
0.39,0.65,-0.31,3.58416438102722
0.39,0.65,-0.32,3.61583590507507
0.39,0.65,-0.32,3.63695025444031
0.39,0.66,-0.32,3.63695025444031
0.39,0.65,-0.33,3.66334319114685
0.4,0.65,-0.33,3.67917895317078
0.4,0.64,-0.32,3.6950147151947
0.4,0.65,-0.31,3.71612906455994
0.4,0.65,-0.31,3.71612906455994
0.4,0.65,-0.31,3.74252200126648
0.4,0.64,-0.3,3.75835776329041
0.4,0.65,-0.31,3.77419352531433
0.39,0.65,-0.31,3.78475069999695
0.39,0.65,-0.31,3.78475069999695
0.4,0.66,-0.31,3.78475069999695
0.4,0.66,-0.31,3.78475069999695
0.4,0.66,-0.32,3.78475069999695
0.4,0.66,-0.32,3.77947211265564
0.4,0.65,-0.31,3.77947211265564
0.4,0.66,-0.32,3.77947211265564
0.4,0.66,-0.32,3.77947211265564
0.41,0.66,-0.31,3.77947211265564
0.41,0.66,-0.31,3.77419352531433
0.41,0.66,-0.3,3.76891493797302
0.41,0.66,-0.3,3.75835776329041
0.41,0.66,-0.3,3.75835776329041
0.41,0.66,-0.31,3.75835776329041
0.41,0.66,-0.31,3.74780058860779
0.42,0.66,-0.31,3.74252200126648
0.42,0.66,-0.31,3.73196482658386
0.41,0.66,-0.31,3.72668623924255
0.42,0.65,-0.3,3.72140765190125
0.42,0.65,-0.3,3.72140765190125
0.42,0.65,-0.3,3.71085047721863
0.42,0.65,-0.31,3.70557188987732
0.42,0.65,-0.3,3.6950147151947
0.43,0.65,-0.29,3.68445754051208
0.42,0.65,-0.29,3.68445754051208
0.42,0.65,-0.29,3.68445754051208
0.42,0.65,-0.29,3.68445754051208
0.42,0.65,-0.28,3.67917895317078
0.42,0.64,-0.29,3.67390036582947
0.43,0.64,-0.28,3.66862177848816
0.43,0.64,-0.27,3.66862177848816
0.42,0.64,-0.27,3.65806460380554
0.42,0.65,-0.26,3.65806460380554
0.41,0.65,-0.27,3.65278601646423
0.42,0.64,-0.27,3.64750742912292
0.42,0.64,-0.26,3.63695025444031
0.42,0.64,-0.26,3.631671667099
0.42,0.64,-0.25,3.631671667099
0.41,0.64,-0.26,3.62639307975769
0.41,0.64,-0.26,3.62639307975769
0.41,0.64,-0.26,3.62639307975769
0.41,0.64,-0.25,3.62111449241638
0.42,0.64,-0.24,3.61055731773376
0.42,0.64,-0.24,3.60000014305115
0.42,0.64,-0.23,3.60000014305115
0.42,0.64,-0.23,3.60000014305115
0.43,0.65,-0.22,3.59472155570984
0.43,0.64,-0.21,3.60527873039246
0.43,0.64,-0.21,3.61055731773376
0.44,0.64,-0.2,3.62111449241638
0.44,0.64,-0.19,3.62639307975769
0.44,0.65,-0.19,3.62639307975769
0.44,0.64,-0.17,3.62639307975769
0.45,0.64,-0.17,3.631671667099
0.45,0.64,-0.16,3.631671667099
0.45,0.64,-0.14,3.63695025444031
0.45,0.64,-0.14,3.63695025444031
0.46,0.63,-0.12,3.64750742912292
0.46,0.63,-0.11,3.65278601646423
0.46,0.63,-0.11,3.65806460380554
0.46,0.64,-0.1,3.66862177848816
0.46,0.64,-0.09,3.66862177848816
0.47,0.64,-0.08,3.66862177848816
0.47,0.65,-0.07,3.66862177848816
0.47,0.65,-0.06,3.66334319114685
0.47,0.65,-0.05,3.66862177848816
0.47,0.65,-0.02,3.67390036582947
0.48,0.65,-0.01,3.67917895317078
0.48,0.64,-0.0,3.67917895317078
0.48,0.64,0.0,3.68445754051208
0.48,0.63,0.0,3.68973612785339
0.48,0.62,0.01,3.68973612785339
0.48,0.61,0.03,3.68973612785339
0.48,0.61,0.03,3.68973612785339
0.48,0.61,0.05,3.68973612785339
0.48,0.61,0.06,3.6950147151947
0.49,0.6,0.08,3.70029330253601
0.49,0.6,0.1,3.71612906455994
0.49,0.6,0.11,3.72668623924255
0.49,0.6,0.12,3.74252200126648
0.5,0.6,0.14,3.74252200126648
0.49,0.6,0.14,3.7530791759491
0.49,0.6,0.15,3.75835776329041
0.49,0.6,0.16,3.76363635063171
0.49,0.6,0.17,3.75835776329041
0.5,0.6,0.18,3.76363635063171
0.49,0.6,0.19,3.76363635063171
0.49,0.6,0.2,3.76891493797302
