x_estimate,y_estimate,z_estimate,battery_voltage
0.93,0.7,-0.21,4.07507371902466
0.92,0.7,-0.21,4.07507371902466
0.93,0.7,-0.21,4.07507371902466
0.92,0.7,-0.21,4.06979513168335
0.92,0.7,-0.21,4.06451654434204
0.92,0.7,-0.21,4.06451654434204
0.92,0.7,-0.2,4.06979513168335
0.92,0.7,-0.2,4.06979513168335
0.91,0.7,-0.2,4.06979513168335
0.91,0.7,-0.21,4.07507371902466
0.91,0.7,-0.21,4.07507371902466
0.9,0.7,-0.21,4.06979513168335
0.9,0.7,-0.21,4.06979513168335
0.9,0.7,-0.21,4.06451654434204
0.9,0.7,-0.21,4.06451654434204
0.9,0.7,-0.21,4.06451654434204
0.9,0.7,-0.21,4.06451654434204
0.9,0.7,-0.21,4.06979513168335
0.9,0.7,-0.21,4.07507371902466
0.9,0.7,-0.21,4.07507371902466
0.89,0.7,-0.21,4.07507371902466
0.89,0.69,-0.21,4.07507371902466
0.89,0.69,-0.2,4.07507371902466
0.89,0.69,-0.2,4.06451654434204
0.89,0.69,-0.21,4.06451654434204
0.89,0.7,-0.2,4.06451654434204
0.88,0.69,-0.2,4.06979513168335
0.89,0.69,-0.2,4.06979513168335
0.89,0.69,-0.2,4.07507371902466
0.89,0.69,-0.19,4.07507371902466
0.88,0.69,-0.2,4.07507371902466
0.88,0.69,-0.2,4.07507371902466
0.89,0.68,-0.19,4.07507371902466
0.88,0.68,-0.19,4.06979513168335
0.88,0.68,-0.19,4.06451654434204
0.88,0.69,-0.19,4.06451654434204
0.88,0.68,-0.19,4.06979513168335
0.88,0.69,-0.19,4.07507371902466
0.88,0.68,-0.19,4.07507371902466
0.88,0.68,-0.19,4.07507371902466
0.88,0.68,-0.19,4.08035230636597
0.88,0.68,-0.18,4.07507371902466
0.88,0.68,-0.18,4.06979513168335
0.88,0.68,-0.18,4.06451654434204
0.88,0.68,-0.19,4.06451654434204
0.89,0.68,-0.18,4.06451654434204
0.88,0.68,-0.18,4.06979513168335
0.88,0.68,-0.18,4.06979513168335
0.88,0.68,-0.18,4.07507371902466
0.88,0.68,-0.18,4.08035230636597
0.88,0.68,-0.18,4.08035230636597
0.88,0.68,-0.18,4.07507371902466
0.88,0.68,-0.18,4.06979513168335
0.89,0.68,-0.18,4.06979513168335
0.89,0.68,-0.18,4.06451654434204
0.88,0.68,-0.18,4.06451654434204
0.88,0.68,-0.17,4.06451654434204
0.89,0.68,-0.17,4.06979513168335
0.89,0.68,-0.17,4.07507371902466
0.89,0.68,-0.17,4.07507371902466
0.89,0.68,-0.17,4.07507371902466
0.9,0.68,-0.17,4.06979513168335
0.89,0.68,-0.17,4.06979513168335
0.89,0.67,-0.17,4.06979513168335
0.9,0.68,-0.17,4.06451654434204
0.9,0.68,-0.17,4.06451654434204
0.9,0.68,-0.17,4.06979513168335
0.9,0.68,-0.17,4.06979513168335
0.9,0.67,-0.17,4.07507371902466
0.9,0.67,-0.17,4.07507371902466
0.9,0.67,-0.16,4.07507371902466
0.9,0.67,-0.16,4.07507371902466
0.9,0.67,-0.16,4.06979513168335
0.91,0.67,-0.16,4.06451654434204
0.9,0.68,-0.16,4.06451654434204
0.9,0.67,-0.16,4.06451654434204
0.91,0.67,-0.17,4.06979513168335
0.91,0.67,-0.17,4.06979513168335
0.91,0.67,-0.17,4.07507371902466
0.91,0.67,-0.17,4.08035230636597
0.91,0.67,-0.17,4.08035230636597
0.91,0.67,-0.17,4.07507371902466
0.91,0.67,-0.17,4.06979513168335
0.91,0.67,-0.18,4.06451654434204
0.91,0.67,-0.17,4.06451654434204
0.91,0.67,-0.17,4.06451654434204
0.91,0.67,-0.17,4.07507371902466
0.91,0.67,-0.17,4.07507371902466
0.92,0.66,-0.17,4.07507371902466
0.92,0.67,-0.17,4.08035230636597
0.92,0.67,-0.18,4.07507371902466
0.92,0.67,-0.17,4.06979513168335
