x_estimate,y_estimate,z_estimate,battery_voltage
0.56,0.75,-0.19,3.58416438102722
0.56,0.75,-0.19,3.58416438102722
0.56,0.75,-0.19,3.58416438102722
0.57,0.76,-0.19,3.58416438102722
0.56,0.75,-0.19,3.58944296836853
0.57,0.75,-0.2,3.58944296836853
0.56,0.75,-0.2,3.58944296836853
0.56,0.75,-0.19,3.58944296836853
0.56,0.75,-0.19,3.58944296836853
0.56,0.75,-0.19,3.58416438102722
0.56,0.75,-0.19,3.58416438102722
0.56,0.75,-0.19,3.58416438102722
0.56,0.75,-0.19,3.58416438102722
0.57,0.75,-0.19,3.58944296836853
0.56,0.75,-0.19,3.58944296836853
0.57,0.74,-0.19,3.58944296836853
0.56,0.75,-0.19,3.59472155570984
0.56,0.74,-0.19,3.58944296836853
0.56,0.75,-0.19,3.58944296836853
0.56,0.75,-0.2,3.58416438102722
0.56,0.75,-0.19,3.58416438102722
0.56,0.75,-0.19,3.58416438102722
0.56,0.75,-0.19,3.58944296836853
0.55,0.75,-0.19,3.58944296836853
0.55,0.75,-0.19,3.58944296836853
0.55,0.75,-0.19,3.58944296836853
0.55,0.75,-0.19,3.59472155570984
0.55,0.74,-0.19,3.58944296836853
0.55,0.75,-0.19,3.58416438102722
0.54,0.75,-0.19,3.58416438102722
0.54,0.75,-0.19,3.58416438102722
0.54,0.75,-0.19,3.58416438102722
0.54,0.76,-0.19,3.58416438102722
0.53,0.76,-0.19,3.58944296836853
0.53,0.76,-0.19,3.58944296836853
0.53,0.77,-0.2,3.58944296836853
0.52,0.77,-0.2,3.58944296836853
0.53,0.77,-0.2,3.58944296836853
0.52,0.77,-0.2,3.58944296836853
0.53,0.77,-0.2,3.58416438102722
0.53,0.77,-0.21,3.58416438102722
0.53,0.77,-0.21,3.58416438102722
0.53,0.77,-0.21,3.58416438102722
0.54,0.77,-0.2,3.58944296836853
0.54,0.77,-0.2,3.58944296836853
0.53,0.78,-0.2,3.59472155570984
0.53,0.78,-0.2,3.59472155570984
0.53,0.78,-0.19,3.58944296836853
0.53,0.78,-0.19,3.58944296836853
0.53,0.78,-0.19,3.58416438102722
0.53,0.78,-0.19,3.58416438102722
0.53,0.78,-0.19,3.58416438102722
0.53,0.78,-0.19,3.58416438102722
0.53,0.78,-0.2,3.58944296836853
0.53,0.78,-0.2,3.58944296836853
0.53,0.77,-0.2,3.58944296836853
0.53,0.77,-0.19,3.59472155570984
0.53,0.77,-0.19,3.58944296836853
0.53,0.77,-0.19,3.58944296836853
0.53,0.77,-0.19,3.58416438102722
0.53,0.78,-0.2,3.58416438102722
0.53,0.77,-0.19,3.58416438102722
0.52,0.77,-0.19,3.58944296836853
0.52,0.78,-0.2,3.58944296836853
0.52,0.78,-0.21,3.58944296836853
0.52,0.78,-0.2,3.59472155570984
0.52,0.78,-0.2,3.59472155570984
0.51,0.78,-0.2,3.59472155570984
0.51,0.77,-0.2,3.58944296836853
0.52,0.77,-0.2,3.58416438102722
0.52,0.77,-0.2,3.58416438102722
0.51,0.77,-0.19,3.58416438102722
0.52,0.77,-0.19,3.58416438102722
0.52,0.77,-0.18,3.58944296836853
0.53,0.77,-0.18,3.58944296836853
0.53,0.77,-0.18,3.58944296836853
0.53,0.77,-0.18,3.59472155570984
0.52,0.77,-0.18,3.58944296836853
0.53,0.77,-0.17,3.58416438102722
0.52,0.77,-0.17,3.58416438102722
0.53,0.77,-0.17,3.58416438102722
0.53,0.77,-0.17,3.58416438102722
0.53,0.77,-0.18,3.58944296836853
0.52,0.77,-0.18,3.58944296836853
0.52,0.77,-0.18,3.58944296836853
0.53,0.77,-0.18,3.58944296836853
0.53,0.77,-0.18,3.58944296836853
0.52,0.77,-0.18,3.58944296836853
0.52,0.78,-0.18,3.58416438102722
0.52,0.78,-0.19,3.58416438102722
0.52,0.78,-0.19,3.58416438102722
0.52,0.77,-0.19,3.58416438102722
0.51,0.77,-0.19,3.58416438102722
0.52,0.77,-0.19,3.58944296836853
0.52,0.77,-0.2,3.58944296836853
0.52,0.77,-0.2,3.58944296836853
0.52,0.77,-0.19,3.58944296836853
0.51,0.77,-0.19,3.58944296836853
0.51,0.76,-0.18,3.58944296836853
0.51,0.76,-0.18,3.58416438102722
0.51,0.76,-0.18,3.58416438102722
0.51,0.76,-0.18,3.56305003166199
0.51,0.76,-0.18,3.56305003166199
0.51,0.75,-0.17,3.20938444137573
0.51,0.76,-0.18,3.1777126789093
0.51,0.75,-0.17,3.14604115486145
0.51,0.76,-0.17,3.14604115486145
0.51,0.75,-0.16,3.15659832954407
0.52,0.75,-0.17,3.1777126789093
0.52,0.75,-0.16,3.1777126789093
0.52,0.75,-0.16,3.21466302871704
0.53,0.75,-0.17,3.23049879074097
0.53,0.75,-0.16,3.25689172744751
0.53,0.75,-0.17,3.27272748947144
0.52,0.74,-0.17,3.27272748947144
0.53,0.74,-0.17,3.28856325149536
0.53,0.74,-0.18,3.29384183883667
0.53,0.73,-0.18,3.29384183883667
0.53,0.73,-0.17,3.29384183883667
0.53,0.73,-0.17,3.29384183883667
0.53,0.73,-0.16,3.29912042617798
0.52,0.73,-0.16,3.29912042617798
0.52,0.73,-0.16,3.30439901351929
0.52,0.73,-0.16,3.3096776008606
0.51,0.73,-0.16,3.3149561882019
0.51,0.73,-0.16,3.3149561882019
0.51,0.74,-0.16,3.3149561882019
0.51,0.73,-0.16,3.3096776008606
