x_estimate,y_estimate,z_estimate,battery_voltage
0.62,0.67,-0.19,4.09618806838989
0.61,0.68,-0.19,4.1014666557312
0.62,0.67,-0.19,4.1014666557312
0.61,0.68,-0.19,4.1014666557312
0.62,0.68,-0.2,4.1014666557312
0.62,0.67,-0.2,4.09618806838989
0.62,0.68,-0.2,4.09618806838989
0.62,0.67,-0.2,4.09090948104858
0.63,0.68,-0.2,4.09618806838989
0.63,0.68,-0.2,4.09618806838989
0.63,0.68,-0.2,4.09618806838989
0.62,0.68,-0.21,4.1014666557312
0.62,0.68,-0.2,4.1014666557312
0.62,0.69,-0.2,4.1014666557312
0.62,0.69,-0.2,4.09618806838989
0.62,0.69,-0.2,4.09618806838989
0.61,0.69,-0.2,4.09090948104858
0.62,0.69,-0.2,4.09090948104858
0.61,0.69,-0.2,4.09090948104858
0.62,0.69,-0.2,4.09618806838989
0.61,0.7,-0.2,4.1014666557312
0.61,0.7,-0.2,4.1014666557312
0.61,0.7,-0.21,4.1014666557312
0.61,0.7,-0.21,4.1014666557312
0.61,0.7,-0.2,4.1014666557312
0.61,0.7,-0.2,4.09618806838989
0.61,0.71,-0.21,4.09090948104858
0.61,0.71,-0.21,4.09090948104858
0.61,0.71,-0.21,4.09090948104858
0.61,0.71,-0.22,4.09618806838989
0.61,0.71,-0.22,4.09618806838989
0.61,0.71,-0.22,4.1014666557312
0.61,0.71,-0.21,4.1014666557312
0.61,0.71,-0.21,4.1014666557312
0.61,0.71,-0.2,4.09618806838989
0.61,0.71,-0.21,4.09618806838989
0.61,0.71,-0.21,4.09090948104858
0.61,0.71,-0.21,4.09090948104858
0.61,0.71,-0.21,4.09090948104858
0.61,0.71,-0.21,4.09090948104858
0.61,0.71,-0.21,4.09618806838989
0.61,0.71,-0.22,4.1014666557312
0.61,0.71,-0.22,4.1014666557312
0.61,0.71,-0.22,4.1014666557312
0.61,0.71,-0.21,4.09618806838989
0.61,0.71,-0.22,4.09618806838989
0.61,0.71,-0.21,4.09618806838989
0.61,0.71,-0.22,4.09090948104858
0.61,0.71,-0.21,4.09618806838989
0.61,0.71,-0.2,4.09618806838989
0.62,0.71,-0.2,4.1014666557312
0.61,0.72,-0.21,4.1014666557312
0.62,0.71,-0.21,4.1014666557312
0.61,0.71,-0.21,4.1014666557312
0.62,0.71,-0.21,4.1014666557312
0.61,0.71,-0.21,4.09618806838989
0.61,0.71,-0.21,4.09090948104858
0.61,0.72,-0.21,4.09090948104858
0.61,0.72,-0.2,4.09090948104858
0.61,0.71,-0.2,4.09618806838989
0.61,0.72,-0.2,4.1014666557312
0.61,0.71,-0.2,4.1014666557312
0.61,0.71,-0.21,4.1014666557312
0.61,0.72,-0.21,4.1014666557312
0.61,0.71,-0.2,4.1014666557312
0.61,0.71,-0.2,4.1014666557312
0.61,0.71,-0.19,4.09090948104858
0.61,0.71,-0.2,4.09090948104858
0.62,0.71,-0.2,4.09090948104858
0.62,0.71,-0.2,4.09090948104858
0.61,0.71,-0.2,4.09090948104858
0.62,0.71,-0.2,4.09618806838989
0.62,0.71,-0.2,4.1014666557312
0.62,0.71,-0.21,4.1014666557312
0.62,0.71,-0.21,4.1014666557312
0.62,0.71,-0.21,4.09618806838989
0.62,0.71,-0.21,4.09618806838989
0.62,0.71,-0.22,4.09090948104858
0.62,0.71,-0.21,4.09090948104858
0.62,0.71,-0.21,4.09090948104858
0.63,0.71,-0.21,4.09618806838989
0.63,0.7,-0.21,4.09618806838989
0.63,0.71,-0.21,4.09618806838989
0.64,0.7,-0.21,4.1014666557312
0.64,0.7,-0.21,4.1014666557312
0.64,0.71,-0.2,4.09618806838989
0.64,0.71,-0.2,4.09618806838989
0.64,0.71,-0.2,4.09090948104858
0.64,0.71,-0.2,4.09090948104858
0.63,0.72,-0.2,4.09090948104858
0.63,0.71,-0.2,4.09618806838989
0.63,0.71,-0.2,4.09618806838989
0.63,0.71,-0.2,4.1014666557312
0.63,0.71,-0.2,4.1014666557312
0.62,0.72,-0.21,4.1014666557312
0.63,0.71,-0.21,4.1014666557312
0.63,0.71,-0.21,4.09618806838989
0.62,0.71,-0.21,4.09090948104858
0.63,0.71,-0.21,4.09090948104858
0.62,0.71,-0.22,4.09618806838989
0.62,0.71,-0.22,4.09618806838989
0.63,0.71,-0.21,4.09618806838989
0.63,0.71,-0.21,4.1014666557312
0.63,0.71,-0.21,3.67390036582947
0.63,0.72,-0.21,3.61055731773376
0.63,0.72,-0.21,3.54721426963806
0.63,0.72,-0.21,3.54721426963806
0.63,0.72,-0.21,3.54721426963806
0.63,0.72,-0.21,3.56305003166199
0.63,0.71,-0.21,3.58416438102722
0.62,0.71,-0.21,3.61583590507507
0.63,0.71,-0.22,3.64222884178162
0.62,0.71,-0.22,3.64222884178162
0.63,0.72,-0.22,3.66862177848816
0.63,0.72,-0.22,3.67917895317078
0.62,0.72,-0.22,3.68973612785339
0.62,0.72,-0.22,3.6950147151947
0.63,0.72,-0.22,3.70029330253601
0.63,0.72,-0.22,3.70029330253601
0.63,0.72,-0.22,3.70557188987732
0.62,0.72,-0.22,3.72140765190125
0.62,0.72,-0.22,3.72668623924255
0.63,0.72,-0.22,3.73196482658386
0.63,0.72,-0.21,3.73196482658386
0.62,0.72,-0.22,3.73196482658386
0.63,0.72,-0.22,3.72668623924255
0.62,0.72,-0.22,3.72668623924255
0.63,0.72,-0.21,3.72140765190125
0.63,0.72,-0.22,3.72140765190125
0.63,0.72,-0.22,3.72140765190125
0.63,0.72,-0.21,3.72140765190125
0.63,0.72,-0.22,3.71612906455994
0.63,0.72,-0.21,3.71612906455994
0.63,0.72,-0.22,3.71085047721863
0.63,0.72,-0.22,3.71085047721863
0.62,0.72,-0.21,3.70029330253601
0.62,0.72,-0.21,3.70029330253601
0.62,0.72,-0.22,3.68445754051208
0.62,0.72,-0.21,3.67917895317078
0.61,0.72,-0.21,3.67390036582947
0.61,0.72,-0.2,3.66862177848816
0.61,0.71,-0.21,3.65806460380554
0.62,0.71,-0.21,3.65806460380554
0.62,0.71,-0.21,3.65806460380554
0.62,0.71,-0.21,3.64750742912292
0.62,0.71,-0.21,3.631671667099
0.62,0.71,-0.21,3.62639307975769
0.62,0.71,-0.2,3.61583590507507
0.62,0.71,-0.2,3.61583590507507
0.62,0.71,-0.2,3.61055731773376
0.61,0.71,-0.2,3.61055731773376
0.61,0.72,-0.2,3.61055731773376
0.61,0.72,-0.19,3.61055731773376
0.61,0.73,-0.19,3.61055731773376
0.61,0.72,-0.19,3.60527873039246
0.61,0.72,-0.18,3.60527873039246
0.61,0.72,-0.18,3.60000014305115
0.61,0.72,-0.17,3.60000014305115
0.61,0.72,-0.18,3.59472155570984
0.6,0.72,-0.17,3.59472155570984
0.6,0.72,-0.17,3.59472155570984
0.6,0.71,-0.17,3.59472155570984
0.6,0.71,-0.16,3.58944296836853
0.61,0.71,-0.16,3.58944296836853
0.6,0.7,-0.16,3.58416438102722
0.6,0.7,-0.15,3.57888579368591
0.6,0.7,-0.15,3.57888579368591
0.61,0.69,-0.15,3.5683286190033
0.61,0.7,-0.15,3.5683286190033
0.61,0.69,-0.14,3.5683286190033
0.61,0.69,-0.13,3.5683286190033
0.61,0.7,-0.13,3.5683286190033
0.61,0.69,-0.13,3.5683286190033
0.61,0.69,-0.12,3.57888579368591
0.61,0.69,-0.12,3.58416438102722
0.6,0.69,-0.11,3.58944296836853
0.61,0.69,-0.1,3.58416438102722
0.61,0.69,-0.1,3.58944296836853
0.61,0.69,-0.1,3.58944296836853
0.61,0.69,-0.09,3.59472155570984
0.6,0.69,-0.09,3.60000014305115
0.6,0.68,-0.07,3.60527873039246
0.61,0.68,-0.06,3.61055731773376
0.61,0.68,-0.06,3.61055731773376
0.61,0.67,-0.04,3.61055731773376
0.61,0.66,-0.03,3.61055731773376
0.61,0.67,-0.03,3.61055731773376
0.62,0.67,-0.01,3.61055731773376
0.62,0.66,-0.01,3.61583590507507
0.62,0.66,0.0,3.62111449241638
0.63,0.66,0.01,3.62111449241638
0.63,0.65,0.02,3.62639307975769
0.63,0.65,0.03,3.631671667099
0.63,0.65,0.03,3.631671667099
0.63,0.65,0.04,3.631671667099
0.63,0.65,0.04,3.63695025444031
0.63,0.64,0.05,3.63695025444031
0.63,0.64,0.06,3.64222884178162
0.64,0.64,0.07,3.64222884178162
0.64,0.64,0.09,3.65278601646423
0.65,0.63,0.09,3.66334319114685
0.64,0.63,0.1,3.66862177848816
0.65,0.63,0.11,3.66862177848816
0.65,0.64,0.13,3.67390036582947
0.66,0.63,0.15,3.67917895317078
0.66,0.63,0.16,3.67917895317078
0.66,0.63,0.18,3.68445754051208
0.67,0.63,0.18,3.6950147151947
0.68,0.63,0.2,3.6950147151947
0.68,0.63,0.22,3.71085047721863
0.69,0.64,0.23,3.72140765190125
0.69,0.63,0.25,3.73196482658386
0.7,0.63,0.25,3.74252200126648
0.71,0.63,0.27,3.74780058860779
0.72,0.62,0.29,3.74780058860779
0.72,0.63,0.29,3.74780058860779
0.72,0.62,0.3,3.74780058860779
0.72,0.62,0.31,3.7530791759491
0.72,0.62,0.32,3.75835776329041
0.73,0.62,0.33,3.76363635063171
0.73,0.62,0.33,3.76363635063171
0.73,0.62,0.34,3.76363635063171
0.73,0.62,0.34,3.76891493797302
0.73,0.62,0.34,3.75835776329041
0.73,0.62,0.35,3.74780058860779
0.73,0.62,0.35,3.74252200126648
0.73,0.62,0.36,3.73196482658386
0.73,0.62,0.37,3.73196482658386
0.73,0.62,0.37,3.73196482658386
0.74,0.61,0.38,3.73196482658386
0.74,0.61,0.39,3.73196482658386
0.74,0.61,0.39,3.73196482658386
0.74,0.61,0.4,3.73196482658386
0.74,0.61,0.41,3.73196482658386
0.74,0.6,0.42,3.72668623924255
0.74,0.6,0.42,3.72140765190125
0.74,0.61,0.43,3.72668623924255
0.74,0.61,0.44,3.72668623924255
0.74,0.61,0.44,3.72668623924255
0.74,0.6,0.44,3.72668623924255
0.74,0.6,0.45,3.72668623924255
0.74,0.6,0.45,3.72668623924255
0.74,0.59,0.45,3.72140765190125
0.74,0.59,0.45,3.71612906455994
0.73,0.59,0.46,3.71612906455994
0.73,0.59,0.46,3.70557188987732
0.73,0.59,0.46,3.70029330253601
0.73,0.59,0.46,3.68973612785339
0.73,0.59,0.46,3.68973612785339
0.73,0.58,0.47,3.68445754051208
0.72,0.58,0.47,3.68445754051208
0.72,0.58,0.47,3.68445754051208
0.72,0.57,0.47,3.68445754051208
0.72,0.57,0.47,3.67917895317078
0.72,0.57,0.48,3.67917895317078
0.72,0.57,0.48,3.67390036582947
0.72,0.57,0.48,3.67390036582947
0.71,0.57,0.49,3.66862177848816
0.71,0.57,0.49,3.66862177848816
0.71,0.57,0.49,3.67390036582947
0.7,0.57,0.49,3.67390036582947
0.71,0.57,0.49,3.67390036582947
0.71,0.57,0.49,3.67390036582947
0.7,0.57,0.49,3.67390036582947
0.71,0.58,0.5,3.66862177848816
0.7,0.58,0.5,3.66334319114685
0.7,0.58,0.5,3.65806460380554
0.7,0.58,0.5,3.65806460380554
0.7,0.58,0.49,3.65806460380554
0.7,0.59,0.49,3.65806460380554
0.69,0.59,0.49,3.65806460380554
0.69,0.6,0.49,3.65806460380554
0.69,0.6,0.49,3.65806460380554
0.69,0.6,0.5,3.65278601646423
0.69,0.61,0.5,3.65278601646423
0.68,0.61,0.49,3.64750742912292
0.69,0.62,0.49,3.64750742912292
0.68,0.62,0.5,3.64750742912292
0.68,0.62,0.5,3.64750742912292
0.68,0.63,0.5,3.64750742912292
0.68,0.64,0.25,3.64750742912292
0.68,0.64,0.5,3.65278601646423
0.68,0.64,0.5,3.65278601646423
0.67,0.64,0.5,3.65278601646423
0.67,0.65,0.5,3.65278601646423
0.67,0.65,0.5,3.65278601646423
0.67,0.66,0.51,3.64750742912292
0.67,0.66,0.5,3.64750742912292
0.67,0.66,0.5,3.64750742912292
0.67,0.67,0.5,3.65278601646423
0.67,0.68,0.51,3.65278601646423
0.66,0.68,0.5,3.65278601646423
0.66,0.68,0.5,3.65278601646423
0.66,0.69,0.5,3.65278601646423
0.66,0.69,0.51,3.64222884178162
0.66,0.69,0.51,3.64222884178162
0.66,0.7,0.51,3.64222884178162
0.66,0.7,0.51,3.64750742912292
0.66,0.71,0.51,3.64750742912292
0.66,0.71,0.51,3.64750742912292
0.66,0.72,0.51,3.65278601646423
0.66,0.72,0.51,3.65278601646423
0.65,0.72,0.51,3.65278601646423
0.66,0.73,0.51,3.64750742912292
0.66,0.73,0.51,3.64750742912292
0.66,0.74,0.5,3.64750742912292
0.66,0.74,0.5,3.64222884178162
0.66,0.74,0.5,3.63695025444031
0.66,0.75,0.49,3.63695025444031
0.66,0.75,0.49,3.63695025444031
0.66,0.75,0.49,3.63695025444031
0.66,0.75,0.49,3.62639307975769
0.66,0.75,0.49,3.62639307975769
0.66,0.75,0.48,3.62639307975769
0.66,0.75,0.48,3.61583590507507
0.66,0.76,0.48,3.61055731773376
0.66,0.76,0.48,3.60527873039246
