x_estimate,y_estimate,z_estimate,battery_voltage
0.46,0.69,-0.35,4.04340219497681
0.46,0.69,-0.35,4.04340219497681
0.46,0.69,-0.35,4.04340219497681
0.46,0.68,-0.35,4.04868078231812
0.46,0.68,-0.35,4.05395936965942
0.46,0.68,-0.36,4.04868078231812
0.45,0.68,-0.36,4.0381236076355
0.46,0.68,-0.36,4.0381236076355
0.45,0.68,-0.37,4.03284502029419
0.45,0.68,-0.36,4.03284502029419
0.46,0.68,-0.36,4.0381236076355
0.46,0.68,-0.36,4.04340219497681
0.46,0.68,-0.36,4.04868078231812
0.46,0.68,-0.35,4.05395936965942
0.47,0.68,-0.35,4.05395936965942
0.47,0.68,-0.35,4.04868078231812
0.46,0.68,-0.35,4.04340219497681
0.47,0.67,-0.34,4.0381236076355
0.47,0.67,-0.34,4.03284502029419
0.46,0.67,-0.35,4.03284502029419
0.46,0.67,-0.35,4.03284502029419
0.47,0.67,-0.34,4.04340219497681
0.46,0.67,-0.33,4.04340219497681
0.46,0.67,-0.34,4.04868078231812
0.46,0.67,-0.34,4.04868078231812
0.46,0.67,-0.34,4.04340219497681
0.45,0.66,-0.34,4.04340219497681
0.46,0.66,-0.33,4.0381236076355
0.46,0.66,-0.33,4.03284502029419
0.46,0.66,-0.33,4.03284502029419
0.45,0.66,-0.34,4.0381236076355
0.46,0.66,-0.33,4.04340219497681
0.46,0.66,-0.33,4.04340219497681
0.45,0.66,-0.34,4.04868078231812
0.45,0.67,-0.34,4.04868078231812
0.44,0.67,-0.35,4.04868078231812
0.43,0.67,-0.35,4.0381236076355
0.43,0.67,-0.35,4.03284502029419
0.43,0.67,-0.35,4.03284502029419
0.43,0.67,-0.35,4.03284502029419
0.43,0.68,-0.35,4.0381236076355
0.43,0.67,-0.35,4.0381236076355
0.43,0.67,-0.35,4.04868078231812
0.43,0.68,-0.34,4.04868078231812
0.43,0.68,-0.34,4.04868078231812
0.43,0.68,-0.35,4.04868078231812
0.43,0.68,-0.35,4.04340219497681
0.43,0.67,-0.35,4.03284502029419
0.43,0.67,-0.34,4.03284502029419
0.43,0.67,-0.34,4.03284502029419
0.43,0.67,-0.34,4.03284502029419
0.43,0.68,-0.33,4.04340219497681
0.43,0.68,-0.34,4.04868078231812
