x_estimate,y_estimate,z_estimate,battery_voltage
0.76,0.73,-0.24,4.09090948104858
0.76,0.72,-0.24,4.09090948104858
0.76,0.73,-0.24,4.09618806838989
0.76,0.73,-0.25,4.09618806838989
0.75,0.74,-0.25,4.09090948104858
0.76,0.73,-0.24,4.09090948104858
0.76,0.73,-0.24,4.08563089370728
0.76,0.73,-0.24,4.08563089370728
0.76,0.73,-0.25,4.08563089370728
0.76,0.73,-0.25,4.08563089370728
0.76,0.73,-0.25,4.08563089370728
0.76,0.73,-0.25,4.08563089370728
0.76,0.73,-0.25,4.09618806838989
0.76,0.73,-0.25,4.09090948104858
0.75,0.73,-0.25,4.09090948104858
0.75,0.73,-0.26,4.08563089370728
0.75,0.73,-0.26,4.08035230636597
0.75,0.73,-0.26,4.08035230636597
0.75,0.73,-0.27,4.08563089370728
0.75,0.73,-0.27,4.08563089370728
0.75,0.74,-0.27,4.09090948104858
0.75,0.73,-0.28,4.09618806838989
0.75,0.73,-0.28,4.09618806838989
0.75,0.74,-0.28,4.09618806838989
0.75,0.74,-0.28,4.09090948104858
0.75,0.74,-0.28,4.09090948104858
0.75,0.74,-0.29,4.08563089370728
0.75,0.74,-0.28,4.08563089370728
0.75,0.74,-0.28,4.08563089370728
0.76,0.74,-0.28,4.08563089370728
0.75,0.74,-0.28,4.09090948104858
0.76,0.75,-0.28,4.09090948104858
0.75,0.75,-0.28,4.09618806838989
0.75,0.75,-0.28,4.09090948104858
0.75,0.75,-0.28,4.08563089370728
0.76,0.75,-0.28,4.08563089370728
0.77,0.75,-0.29,4.08563089370728
0.76,0.75,-0.29,4.08035230636597
0.76,0.75,-0.28,4.08563089370728
0.76,0.74,-0.29,4.08563089370728
0.77,0.74,-0.28,4.09090948104858
0.77,0.73,-0.28,4.09090948104858
0.77,0.73,-0.28,4.09090948104858
0.77,0.73,-0.27,4.09090948104858
0.77,0.73,-0.27,4.09090948104858
0.77,0.73,-0.27,4.08563089370728
0.77,0.73,-0.27,4.08563089370728
0.77,0.73,-0.27,4.08563089370728
0.77,0.73,-0.27,4.08035230636597
0.77,0.73,-0.27,4.08563089370728
0.77,0.73,-0.28,4.09090948104858
0.77,0.73,-0.27,4.09090948104858
0.77,0.72,-0.26,4.09090948104858
0.77,0.72,-0.27,4.09090948104858
0.77,0.72,-0.27,4.09090948104858
0.77,0.72,-0.27,4.08563089370728
0.77,0.73,-0.27,4.08035230636597
0.77,0.72,-0.27,4.08035230636597
0.77,0.73,-0.27,4.08563089370728
0.77,0.73,-0.28,4.08563089370728
0.77,0.72,-0.28,4.09090948104858
0.77,0.72,-0.28,4.09090948104858
0.77,0.72,-0.28,4.09618806838989
0.77,0.72,-0.28,4.09618806838989
0.76,0.72,-0.28,4.09090948104858
0.76,0.72,-0.28,4.08563089370728
0.76,0.72,-0.28,4.08563089370728
0.76,0.72,-0.28,4.08035230636597
0.76,0.72,-0.28,4.08563089370728
0.76,0.71,-0.28,4.09090948104858
0.76,0.71,-0.28,4.09090948104858
0.75,0.72,-0.29,4.09618806838989
0.75,0.72,-0.28,4.09618806838989
0.75,0.72,-0.28,4.09618806838989
0.75,0.72,-0.27,4.09090948104858
0.75,0.72,-0.27,4.08563089370728
0.75,0.73,-0.27,4.08035230636597
0.75,0.72,-0.27,4.08035230636597
0.75,0.72,-0.27,4.08563089370728
0.75,0.72,-0.27,4.08563089370728
0.75,0.72,-0.26,4.09090948104858
0.75,0.72,-0.26,4.09090948104858
0.75,0.72,-0.25,4.09090948104858
0.75,0.72,-0.25,4.09090948104858
0.75,0.72,-0.25,4.09090948104858
0.75,0.72,-0.25,4.08563089370728
0.75,0.72,-0.26,4.08035230636597
0.75,0.72,-0.25,4.08035230636597
0.75,0.72,-0.25,4.08563089370728
0.75,0.72,-0.24,4.08563089370728
0.74,0.72,-0.24,4.08563089370728
0.74,0.72,-0.25,4.09090948104858
0.74,0.72,-0.25,4.09090948104858
0.74,0.72,-0.25,4.09090948104858
0.74,0.72,-0.25,4.08563089370728
0.74,0.72,-0.24,4.08563089370728
0.74,0.72,-0.24,4.08563089370728
0.74,0.72,-0.24,4.08035230636597
0.73,0.73,-0.24,4.08563089370728
0.73,0.73,-0.24,3.80058646202087
0.74,0.73,-0.25,3.54193544387817
0.73,0.73,-0.25,3.54193544387817
